# Mutants that already survived when this gate was first recorded.
#
# WHAT A LINE MEANS
#   tools/battery/run_mutation_gate.py tested this mutation, the
#   package's whole suite still passed, and the run was allowed
#   anyway because the hole predates the gate.  A survivor this
#   file does not carry fails the run.  Same shape and same
#   reason as _CRLF_DEBT in tests/test_line_ending_stability.py:
#   a gate that is red on its first run gets widened until it
#   means nothing, so the existing debt is written down once and
#   nothing may be added to it by accident.
#
#   Every line here is a place where the crate's tests would not
#   notice that mutation.  It is a work list, not a permission
#   slip.  Deleting a line is how a coverage hole is closed:
#   write the test, watch the run stay green, remove the line.
#
# FORMAT
#   COUNT | PACKAGE | FILE | FUNCTION | GENRE | REPLACEMENT
#
#   COUNT is how many identical survivors that key stands for --
#   the same mutation can appear more than once in one function.
#   REPLACEMENT is JSON-quoted because it may contain the field
#   separator.  There is no line number on purpose: line numbers
#   move when anything above them is edited, and a list keyed by
#   them would forgive a survivor that slid down the file and
#   manufacture a fresh one out of the same mutation.
#
# THE ONE FALSE POSITIVE THIS SHAPE HAS
#   A function moved bodily to another file changes its key, so
#   every survivor it already had reads as fresh and the run is
#   red for a change that altered no behaviour.  Re-baseline
#   just that package -- minutes, not the whole list:
#     python tools/battery/run_mutation_gate.py --all-mutants \
#         --baseline --only <package> --jobs 8
#
# REGENERATE EVERYTHING (deliberately, never to make a red run
# green; it also discards any note written by hand above a line):
#   python tools/battery/run_mutation_gate.py --all-mutants --baseline --jobs 8

2 | netcdf-writer | crates/netcdf-writer/src/bin/nc_rewrite.rs | char_bytes | BinaryOperator | "!="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_at_pressure | BinaryOperator | ">"
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_at_pressure | BinaryOperator | "||"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_scalar_at_height | BinaryOperator | "%"
3 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_scalar_at_height | BinaryOperator | "&&"
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_scalar_at_height | BinaryOperator | "*"
10 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_scalar_at_height | BinaryOperator | "+"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_scalar_at_height | BinaryOperator | "-"
9 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_scalar_at_height | BinaryOperator | "/"
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_scalar_at_height | BinaryOperator | "<="
3 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_scalar_at_height | BinaryOperator | "=="
3 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_scalar_at_height | BinaryOperator | ">"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_scalar_at_height | BinaryOperator | ">="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_scalar_at_height | FnValue | "Some(-1.0)"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_scalar_at_height | FnValue | "Some(0.0)"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_scalar_at_height | FnValue | "Some(1.0)"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_wind_at_height | FnValue | "Some((-1.0, -1.0))"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_wind_at_height | FnValue | "Some((-1.0, 0.0))"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_wind_at_height | FnValue | "Some((-1.0, 1.0))"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_wind_at_height | FnValue | "Some((0.0, -1.0))"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_wind_at_height | FnValue | "Some((0.0, 0.0))"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_wind_at_height | FnValue | "Some((0.0, 1.0))"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_wind_at_height | FnValue | "Some((1.0, -1.0))"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_wind_at_height | FnValue | "Some((1.0, 0.0))"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_wind_at_height | FnValue | "Some((1.0, 1.0))"
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | lapse_rate_700_500_column | BinaryOperator | "%"
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | lapse_rate_700_500_column | BinaryOperator | "*"
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | lapse_rate_700_500_column | BinaryOperator | "+"
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | lapse_rate_700_500_column | BinaryOperator | "/"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | lapse_rate_700_500_column | BinaryOperator | "<"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | lapse_rate_700_500_column | BinaryOperator | "<="
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | lapse_rate_700_500_column | BinaryOperator | "=="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | lapse_rate_700_500_column | BinaryOperator | ">"
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | lapse_rate_700_500_column | BinaryOperator | ">="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | lapse_rate_700_500_column | BinaryOperator | "||"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | lapse_rate_700_500_column | FnValue | "-1.0"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | lapse_rate_700_500_column | FnValue | "0.0"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | lapse_rate_700_500_column | FnValue | "1.0"
3 | rustwx-calc | crates/rustwx-calc/src/severe.rs | parcel_cape_cin_from_level | BinaryOperator | "&&"
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | parcel_cape_cin_from_level | BinaryOperator | "*"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | parcel_cape_cin_from_level | BinaryOperator | "+"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | parcel_cape_cin_from_level | BinaryOperator | "<="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | parcel_cape_cin_from_level | BinaryOperator | "=="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | pressure_levels_prep | BinaryOperator | "<"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | pressure_levels_prep | BinaryOperator | "<="
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | pressure_levels_prep | BinaryOperator | "=="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | pressure_levels_prep | BinaryOperator | ">="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | scp_effective_value | BinaryOperator | "<="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | scp_effective_value | BinaryOperator | ">="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | ship_value | BinaryOperator | "<="
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | srh_between_heights | BinaryOperator | "*="
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | srh_between_heights | BinaryOperator | "-="
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | srh_between_heights | BinaryOperator | "<"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | srh_between_heights | BinaryOperator | "=="
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | srh_between_heights | BinaryOperator | ">"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | srh_between_heights | BinaryOperator | ">="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | srh_between_heights | FnValue | "-1.0"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | srh_between_heights | FnValue | "0.0"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | srh_between_heights | FnValue | "1.0"
7 | rustwx-calc | crates/rustwx-calc/src/severe.rs | srh_segment | BinaryOperator | "+"
7 | rustwx-calc | crates/rustwx-calc/src/severe.rs | srh_segment | BinaryOperator | "/"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | srh_segment | FnValue | "-1.0"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | srh_segment | FnValue | "0.0"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | srh_segment | FnValue | "1.0"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | tehi_value | BinaryOperator | "&&"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | tehi_value | BinaryOperator | "<="
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | tehi_value | BinaryOperator | "=="
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | tehi_value | BinaryOperator | ">="
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | tornadic_low_level_limit_exceeded | BinaryOperator | "&&"
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | tornadic_low_level_limit_exceeded | BinaryOperator | "<="
3 | rustwx-calc | crates/rustwx-calc/src/severe.rs | tornadic_low_level_limit_exceeded | BinaryOperator | "=="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | tornadic_low_level_limit_exceeded | BinaryOperator | ">="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | tornadic_low_level_limit_exceeded | FnValue | "false"
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | tts_value | BinaryOperator | "<="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | tts_value | BinaryOperator | "=="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | tts_value | BinaryOperator | ">="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | validate_cape_cin_inputs | FnValue | "Ok(())"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | validate_effective_scp_inputs | FnValue | "Ok(())"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | validate_fixed_stp_inputs | FnValue | "Ok(())"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | validate_severe_inputs | FnValue | "Ok(())"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | validate_severe_volume_inputs | FnValue | "Ok(())"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | validate_tornadic_beta_inputs | FnValue | "Ok(())"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | validate_vtp_mod_inputs | FnValue | "Ok(())"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | validate_wind_inputs | FnValue | "Ok(())"
3 | rustwx-calc | crates/rustwx-calc/src/severe.rs | vtp_mod_value | BinaryOperator | "/"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | vtp_mod_value | BinaryOperator | ">"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | vtp_mod_value | UnaryOperator | ""
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | CellSample::all_values_in_bin | BinaryOperator | "||"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | CellSample::all_values_in_bin | FnValue | "false"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | CellSample::all_values_in_bin | FnValue | "true"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | CellSample::full_cell_polygon | BinaryOperator | "<="
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | CellSample::full_cell_polygon | BinaryOperator | "=="
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | CellSample::full_cell_polygon | BinaryOperator | ">="
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | CellSample::single_bin | FnValue | "None"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | CellSample::value_range_including_center | FnValue | "(-1.0, -1.0)"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | CellSample::value_range_including_center | FnValue | "(-1.0, 0.0)"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | CellSample::value_range_including_center | FnValue | "(-1.0, 1.0)"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | CellSample::value_range_including_center | FnValue | "(0.0, -1.0)"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | CellSample::value_range_including_center | FnValue | "(0.0, 0.0)"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | CellSample::value_range_including_center | FnValue | "(0.0, 1.0)"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | CellSample::value_range_including_center | FnValue | "(1.0, 1.0)"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | ContourEngine::contour_segments_for_cell | BinaryOperator | "&&"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | ContourEngine::contour_segments_for_cell | BinaryOperator | "+"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | ContourEngine::contour_segments_for_cell | BinaryOperator | ">="
6 | rustwx-contour | crates/rustwx-contour/src/engine.rs | ContourEngine::contour_segments_for_cell | MatchArm | ""
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | ContourEngine::saddle_resolver | FnValue | "Default::default()"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | ContourEngine::with_saddle_resolver | FnValue | "Default::default()"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | bin_overlaps_value_range | BinaryOperator | "<"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | bin_overlaps_value_range | BinaryOperator | "<="
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | bin_overlaps_value_range | BinaryOperator | "=="
2 | rustwx-contour | crates/rustwx-contour/src/engine.rs | bin_overlaps_value_range | BinaryOperator | ">"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | bin_overlaps_value_range | BinaryOperator | "||"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | bin_overlaps_value_range | FnValue | "true"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | clip_polygon | UnaryOperator | ""
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | clip_triangle_to_bin | BinaryOperator | "<="
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | clip_triangle_to_bin | BinaryOperator | "=="
3 | rustwx-contour | crates/rustwx-contour/src/engine.rs | clip_triangle_to_bin | BinaryOperator | ">"
2 | rustwx-contour | crates/rustwx-contour/src/engine.rs | edge_intersection | BinaryOperator | "<="
2 | rustwx-contour | crates/rustwx-contour/src/engine.rs | edge_intersection | BinaryOperator | "||"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | interpolate | BinaryOperator | "%"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | interpolate | BinaryOperator | "*"
2 | rustwx-contour | crates/rustwx-contour/src/engine.rs | interpolate | BinaryOperator | "+"
2 | rustwx-contour | crates/rustwx-contour/src/engine.rs | interpolate | BinaryOperator | "/"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | interpolate | BinaryOperator | ">"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | is_inside | BinaryOperator | "<"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | is_inside | BinaryOperator | "<="
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | is_inside | BinaryOperator | "=="
2 | rustwx-contour | crates/rustwx-contour/src/engine.rs | is_inside | BinaryOperator | ">"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | is_inside | FnValue | "true"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | merge_fragments | BinaryOperator | "/"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | merge_fragments | BinaryOperator | "<="
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | merge_fragments | BinaryOperator | "=="
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | merge_fragments | BinaryOperator | ">"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | merge_fragments | BinaryOperator | ">="
2 | rustwx-contour | crates/rustwx-contour/src/engine.rs | same_point | BinaryOperator | "+"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | same_point | FnValue | "false"
1 | rustwx-contour | crates/rustwx-contour/src/engine.rs | sanitize_ring | BinaryOperator | "<"
1 | rustwx-contour | crates/rustwx-contour/src/error.rs | <impl Display for ContourError>::fmt | FnValue | "Ok(Default::default())"
1 | rustwx-contour | crates/rustwx-contour/src/field.rs | ScalarField2D<G>::metadata | FnValue | "Box::leak(Box::new(Default::default()))"
1 | rustwx-contour | crates/rustwx-contour/src/field.rs | ScalarField2D<G>::values | FnValue | "Vec::leak(Vec::new())"
1 | rustwx-contour | crates/rustwx-contour/src/field.rs | ScalarField2D<G>::values | FnValue | "Vec::leak(vec![-1.0])"
1 | rustwx-contour | crates/rustwx-contour/src/field.rs | ScalarField2D<G>::values | FnValue | "Vec::leak(vec![0.0])"
1 | rustwx-contour | crates/rustwx-contour/src/field.rs | ScalarField2D<G>::values | FnValue | "Vec::leak(vec![1.0])"
1 | rustwx-contour | crates/rustwx-contour/src/field.rs | ScalarMetadata::named | FnValue | "Default::default()"
1 | rustwx-contour | crates/rustwx-contour/src/field.rs | ScalarMetadata::with_units | FnValue | "Default::default()"
2 | rustwx-contour | crates/rustwx-contour/src/geometry.rs | LineSegment::length_squared | BinaryOperator | "+"
3 | rustwx-contour | crates/rustwx-contour/src/geometry.rs | LineSegment::length_squared | BinaryOperator | "/"
1 | rustwx-contour | crates/rustwx-contour/src/geometry.rs | LineSegment::length_squared | FnValue | "1.0"
1 | rustwx-contour | crates/rustwx-contour/src/geometry.rs | Polygon::area | BinaryOperator | "+"
1 | rustwx-contour | crates/rustwx-contour/src/geometry.rs | Polygon::area | FnValue | "1.0"
1 | rustwx-contour | crates/rustwx-contour/src/geometry.rs | Ring::area | FnValue | "1.0"
2 | rustwx-contour | crates/rustwx-contour/src/geometry.rs | Ring::signed_area | BinaryOperator | "+"
1 | rustwx-contour | crates/rustwx-contour/src/geometry.rs | Ring::signed_area | BinaryOperator | "-="
1 | rustwx-contour | crates/rustwx-contour/src/geometry.rs | Ring::signed_area | FnValue | "-1.0"
1 | rustwx-contour | crates/rustwx-contour/src/geometry.rs | Ring::signed_area | FnValue | "1.0"
6 | rustwx-contour | crates/rustwx-contour/src/grid.rs | Grid2D::cell_center | BinaryOperator | "*"
2 | rustwx-contour | crates/rustwx-contour/src/grid.rs | Grid2D::cell_center | BinaryOperator | "+"
6 | rustwx-contour | crates/rustwx-contour/src/grid.rs | Grid2D::cell_center | BinaryOperator | "-"
2 | rustwx-contour | crates/rustwx-contour/src/grid.rs | Grid2D::cell_center | BinaryOperator | "/"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | Grid2D::cell_center | FnValue | "Some(Default::default())"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | GridShape::cell_columns | BinaryOperator | "+"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | GridShape::cell_columns | BinaryOperator | "/"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | GridShape::cell_columns | FnValue | "0"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | GridShape::cell_columns | FnValue | "1"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | GridShape::cell_rows | BinaryOperator | "+"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | GridShape::cell_rows | BinaryOperator | "/"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | GridShape::cell_rows | FnValue | "1"
2 | rustwx-contour | crates/rustwx-contour/src/grid.rs | GridShape::contains_cell | BinaryOperator | "*"
2 | rustwx-contour | crates/rustwx-contour/src/grid.rs | GridShape::contains_cell | BinaryOperator | "<="
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | GridShape::contains_cell | BinaryOperator | "||"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | GridShape::contains_cell | FnValue | "true"
2 | rustwx-contour | crates/rustwx-contour/src/grid.rs | GridShape::contains_node | BinaryOperator | "<="
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | GridShape::contains_node | BinaryOperator | "||"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | GridShape::contains_node | FnValue | "true"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | ProjectedGrid::points | FnValue | "Vec::leak(Vec::new())"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | ProjectedGrid::points | FnValue | "Vec::leak(vec![Default::default()])"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | RectilinearGrid::x | FnValue | "Vec::leak(Vec::new())"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | RectilinearGrid::x | FnValue | "Vec::leak(vec![-1.0])"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | RectilinearGrid::x | FnValue | "Vec::leak(vec![0.0])"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | RectilinearGrid::x | FnValue | "Vec::leak(vec![1.0])"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | RectilinearGrid::y | FnValue | "Vec::leak(Vec::new())"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | RectilinearGrid::y | FnValue | "Vec::leak(vec![-1.0])"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | RectilinearGrid::y | FnValue | "Vec::leak(vec![0.0])"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | RectilinearGrid::y | FnValue | "Vec::leak(vec![1.0])"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | validate_axis | BinaryOperator | "&&"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | validate_axis | BinaryOperator | "+"
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | validate_axis | BinaryOperator | "<="
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | validate_axis | BinaryOperator | "=="
1 | rustwx-contour | crates/rustwx-contour/src/grid.rs | validate_axis | BinaryOperator | ">"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | ExtendMode::includes_above | FnValue | "true"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBin::contains | BinaryOperator | "<"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBin::contains | BinaryOperator | "<="
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBin::contains | BinaryOperator | "=="
2 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBin::contains | BinaryOperator | ">"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBin::contains | BinaryOperator | "||"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBin::contains | FnValue | "false"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBin::contains | FnValue | "true"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBin::contains | UnaryOperator | ""
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBin::lower_value | FnValue | "None"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBin::lower_value | FnValue | "Some(-1.0)"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBin::lower_value | FnValue | "Some(0.0)"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBin::lower_value | FnValue | "Some(1.0)"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBin::upper_value | FnValue | "None"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBin::upper_value | FnValue | "Some(-1.0)"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBin::upper_value | FnValue | "Some(0.0)"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBin::upper_value | FnValue | "Some(1.0)"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBins::bin | FnValue | "None"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBins::bin_index | BinaryOperator | "*"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBins::bin_index | BinaryOperator | "-"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBins::bin_index | BinaryOperator | "=="
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBins::bin_index | BinaryOperator | ">="
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBins::extend_mode | FnValue | "Default::default()"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBins::thresholds | FnValue | "Vec::leak(Vec::new())"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBins::thresholds | FnValue | "Vec::leak(vec![-1.0])"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBins::thresholds | FnValue | "Vec::leak(vec![0.0])"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBins::thresholds | FnValue | "Vec::leak(vec![1.0])"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBins::with_extend | BinaryOperator | "!="
2 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBins::with_extend | BinaryOperator | "*"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBins::with_extend | BinaryOperator | "+"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBins::with_extend | BinaryOperator | "/"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBins::with_extend | BinaryOperator | "<="
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBins::with_extend | BinaryOperator | "=="
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBins::with_extend | BinaryOperator | "||"
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | LevelBins::with_extend | UnaryOperator | ""
1 | rustwx-contour | crates/rustwx-contour/src/levels.rs | validate_strictly_ascending | FnValue | "Ok(())"
1 | rustwx-contour | crates/rustwx-contour/src/topology.rs | FillTopology::bin | FnValue | "None"
1 | rustwx-contour | crates/rustwx-contour/src/topology.rs | FillTopology::polygons_for_bin | BinaryOperator | "!="
1 | rustwx-contour | crates/rustwx-contour/src/topology.rs | FillTopology::polygons_for_bin | FnValue | "::std::iter::empty()"
2 | rustwx-core | crates/rustwx-core/src/lib.rs | - | BinaryOperator | "+"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | <impl std::fmt::Display for CanonicalDataFamily>::fmt | FnValue | "Ok(Default::default())"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | <impl std::fmt::Display for ProductId>::fmt | FnValue | "Ok(Default::default())"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | <impl std::fmt::Display for ProductKind>::fmt | FnValue | "Ok(Default::default())"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | CanonicalDataFamily::as_str | FnValue | "\"\""
1 | rustwx-core | crates/rustwx-core/src/lib.rs | CanonicalDataFamily::as_str | FnValue | "\"xyzzy\""
1 | rustwx-core | crates/rustwx-core/src/lib.rs | CanonicalProductIdentity::with_alias_slug | BinaryOperator | "||"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | FieldProduct::display_prefix | FnValue | "None"
3 | rustwx-core | crates/rustwx-core/src/lib.rs | GeoBounds::contains | BinaryOperator | "||"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | GeoBounds::contains | FnValue | "true"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | GeoPolygon::contains | BinaryOperator | "&&"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | GeoPolygon::contains | BinaryOperator | "<="
1 | rustwx-core | crates/rustwx-core/src/lib.rs | GeoPolygon::contains | BinaryOperator | "=="
1 | rustwx-core | crates/rustwx-core/src/lib.rs | GridProjection::is_projected | FnValue | "false"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | GridProjection::is_projected | FnValue | "true"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | GridProjection::is_projected | UnaryOperator | ""
1 | rustwx-core | crates/rustwx-core/src/lib.rs | GridShape::checked_len | BinaryOperator | "&&"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | ProbabilitySelection::as_slug | FnValue | "\"xyzzy\".into()"
